"NYC_extract.DBA";"NYC_extract.TripAdvisor.URL";"NYC_extract.INSPECTION.DATE";"NYC_extract.VIOLATION.DESCRIPTION";"NYC_extract.SCORE";"NYC_extract.GRADE"
"63916";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"03/09/2018";"Hot food item not held at or above 140Âº F.";19;""
"63983";"PIZZA HUT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4797783-Reviews-Pizza_Hut-New_York_City_New_York.html";"03/09/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";10;"A"
"63995";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"03/09/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";19;""
"64096";"DYCKMAN PALACE PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4248073-Reviews-Pizza_Palace-New_York_City_New_York.html";"03/09/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";9;"A"
"64099";"PIZZA HUT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4797783-Reviews-Pizza_Hut-New_York_City_New_York.html";"03/09/2018";"Hot food item not held at or above 140Âº F.";10;"A"
"64141";"PALM RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478260-Reviews-The_Palm_Palm_West-New_York_City_New_York.html";"05/09/2018";"Accurate thermometer not provided in refrigerated or hot holding equipment.";18;""
"64148";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"05/09/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";27;"B"
"64254";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"05/09/2018";"Hot food item not held at or above 140Âº F.";21;""
"64269";"YANKEE PIZZA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12179676-Reviews-Yankee_Pizza-New_York_City_New_York.html";"05/09/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";10;"A"
"64299";"ADORO LEI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7616205-Reviews-Adoro_Lei-New_York_City_New_York.html";"05/09/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";13;"A"
"64304";"ADORO LEI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7616205-Reviews-Adoro_Lei-New_York_City_New_York.html";"05/09/2018";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";13;"A"
"64360";"MARINARA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12815563-Reviews-Marinara_Pizza-New_York_City_New_York.html";"05/09/2018";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";12;""
"64403";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"05/09/2018";"Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.";27;"B"
"64431";"ADORO LEI";"https://www.tripadvisor.com/Restaurant_Review-g60763-d7616205-Reviews-Adoro_Lei-New_York_City_New_York.html";"05/09/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";13;"A"
"64455";"PALM RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478260-Reviews-The_Palm_Palm_West-New_York_City_New_York.html";"05/09/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";18;""
"64503";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"05/09/2018";"Evidence of mice or live mice present in facility's food and/or non-food areas.";27;"B"
"64517";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"05/09/2018";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";27;"B"
"64582";"PALM RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478260-Reviews-The_Palm_Palm_West-New_York_City_New_York.html";"05/09/2018";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";18;""
"64698";"CHAMPION PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d8284977-Reviews-Champion_Pizza_Ludlow-New_York_City_New_York.html";"05/09/2018";"Wiping cloths soiled or not stored in sanitizing solution.";27;"B"
"64708";"PALM RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d478260-Reviews-The_Palm_Palm_West-New_York_City_New_York.html";"05/09/2018";"Hot food item not held at or above 140Âº F.";18;""
"64919";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"05/09/2018";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";21;""
"65046";"YANKEE PIZZA RESTAURANT";"https://www.tripadvisor.com/Restaurant_Review-g60763-d12179676-Reviews-Yankee_Pizza-New_York_City_New_York.html";"05/09/2018";"Wiping cloths soiled or not stored in sanitizing solution.";10;"A"
"200377";"LEXINGTON PIZZA PARLOR";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4420772-Reviews-Lexington_pizza_parlor-New_York_City_New_York.html";"03/15/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";9;"A"
"200392";"10TH AVENUE PIZZA & CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2562411-Reviews-10th_Ave_Pizza-New_York_City_New_York.html";"03/15/2019";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";11;"A"
"200394";"FAMOUS CALABRIA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15166330-Reviews-Famous_Calabria_Pizza-New_York_City_New_York.html";"03/15/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";13;"A"
"200405";"10TH AVENUE PIZZA & CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2562411-Reviews-10th_Ave_Pizza-New_York_City_New_York.html";"03/15/2019";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";11;"A"
"200436";"FAMOUS CALABRIA PIZZERIA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d15166330-Reviews-Famous_Calabria_Pizza-New_York_City_New_York.html";"03/15/2019";"Hot food item not held at or above 140Âº F.";13;"A"
"200479";"POMODORO RISTORANTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d459077-Reviews-Pomodoro-New_York_City_New_York.html";"03/15/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";10;"A"
"200501";"10TH AVENUE PIZZA & CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d2562411-Reviews-10th_Ave_Pizza-New_York_City_New_York.html";"03/15/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";11;"A"
"200515";"POMODORO RISTORANTE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d459077-Reviews-Pomodoro-New_York_City_New_York.html";"03/15/2019";"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.";10;"A"
"200657";"FRANKIE & JOHNNIE'S STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1150398-Reviews-Frankie_Johnnie_s_Steakhouse-New_York_City_New_York.html";"03/16/2017";"Live roaches present in facility's food and/or non-food areas.";12;"A"
"200681";"2 BROS PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d17436542-Reviews-2Bros_Pizza-New_York_City_New_York.html";"03/16/2017";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";3;"A"
"200767";"FRANKIE & JOHNNIE'S STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1150398-Reviews-Frankie_Johnnie_s_Steakhouse-New_York_City_New_York.html";"03/16/2017";"Food contact surface not properly maintained.";12;"A"
"200863";"FRANKIE & JOHNNIE'S STEAKHOUSE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d1150398-Reviews-Frankie_Johnnie_s_Steakhouse-New_York_City_New_York.html";"03/16/2017";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";12;"A"
"208319";"BLEECKER SREET PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d479337-Reviews-Bleecker_Street_Pizza-New_York_City_New_York.html";"03/25/2019";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";10;"A"
"208478";"BLEECKER SREET PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d479337-Reviews-Bleecker_Street_Pizza-New_York_City_New_York.html";"03/25/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";10;"A"
"356493";"GOTHAM PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d5292923-Reviews-Gotham_Pizza-New_York_City_New_York.html";"10/30/2017";"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.";10;"A"
"356603";"LAZZARAS PIZZA CAFE";"https://www.tripadvisor.com/Restaurant_Review-g60763-d424527-Reviews-Lazzara_s_Pizza_Cafe-New_York_City_New_York.html";"10/30/2017";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";12;"A"
"356751";"CLINTON SQUARE PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4464233-Reviews-Clinton_Street_Pizza-New_York_City_New_York.html";"10/30/2018";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";4;"A"
"356876";"LA MIA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4726582-Reviews-La_Mia_Pizza-New_York_City_New_York.html";"10/30/2019";"Evidence of mice or live mice present in facility's food and/or non-food areas.";35;""
"356889";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"10/30/2019";"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";11;"A"
"356966";"ANGELO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d953192-Reviews-Angelo_s_Pizza-New_York_City_New_York.html";"10/30/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";13;"A"
"357117";"LA MIA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4726582-Reviews-La_Mia_Pizza-New_York_City_New_York.html";"10/30/2019";"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.";35;""
"357130";"LA MIA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4726582-Reviews-La_Mia_Pizza-New_York_City_New_York.html";"10/30/2019";"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.";35;""
"357140";"ANGELO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d953192-Reviews-Angelo_s_Pizza-New_York_City_New_York.html";"10/30/2019";"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.";13;"A"
"357178";"ANGELO'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d953192-Reviews-Angelo_s_Pizza-New_York_City_New_York.html";"10/30/2019";"Accurate thermometer not provided in refrigerated or hot holding equipment.";13;"A"
"357221";"SABA'S PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d10127296-Reviews-Saba_s_Pizza-New_York_City_New_York.html";"10/30/2019";"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.";11;"A"
"357326";"LA MIA PIZZA";"https://www.tripadvisor.com/Restaurant_Review-g60763-d4726582-Reviews-La_Mia_Pizza-New_York_City_New_York.html";"10/30/2019";"Hot food item not held at or above 140Âº F.";35;""
